Record_ID,Name,Age,Salary,Date_Joined,Department,Performance_Score,Status,Outlier_Flag,Validation_Flag,Comments
8470,Joshua Bennett,48.0,94469.5,2020-07-02,Marketing,,Active,Normal,Valid,Exceeds expectations
9822,David Thompson,,30069.93,2024-07-11,Marketing,,Inactive,Normal,Valid,Needs improvement in time management
8510,William Morgan,61.0,,2023-02-23,HR,,On Leave,Normal,Invalid,
9628,Jesse Brown,,,2023-03-31,Finance,,Active,,Valid,
875,Isaiah Wolfe Jr.,52.0,,2016-02-16,Finance,3.17,Active,Normal,Valid,Exceeds expectations
2298,David Brooks,,,2017-10-27,Marketing,3.32,Active,,,Needs improvement in time management
9773,Angela Wilson,,,2020-04-13,Marketing,,Active,,Valid,
2644,Maria Mcdowell,50.0,,2022-04-16,HR,,Inactive,Normal,Invalid,
5348,Sean Garcia,,86922.1,2022-01-25,Sales,,On Leave,,Valid,Needs improvement in time management
8248,Shelly Smith,,122756.65,2015-09-27,Sales,,Inactive,,Valid,Exceeds expectations
582,Emma Carter,,,2019-09-21,Marketing,,On Leave,,,
205,Bernard Zuniga,,,2020-02-22,HR,,Active,,,Great performer
7897,Stephanie Gibbs,,66130.12,2016-01-10,HR,3.2,Active,,Valid,Struggles with deadlines
2015,Joshua Wallace,,,2018-03-21,IT,1.19,Inactive,,,Struggles with deadlines
906,Mark Wright,,,2022-08-20,Finance,,Inactive,Normal,,
632,Catherine Hebert,,,2020-04-01,Marketing,,Active,,Valid,Needs improvement in time management
8765,William Little,23.0,134957.07,2024-06-08,Finance,,Active,Normal,Invalid,Struggles with deadlines
1975,Linda Stevenson,50.0,,2018-04-30,HR,1.35,Active,Normal,,
163,Mark Evans,56.0,,2018-09-06,HR,,Active,Normal,Invalid,Great performer
4999,Felicia Kirk,18.0,,2019-05-26,Sales,,Inactive,Outlier,Valid,Struggles with deadlines
4714,Charles Welch,,,2023-02-05,HR,3.55,Active,,,
1432,Melanie Gibson,,69287.59,2020-01-18,Marketing,2.21,On Leave,Normal,Valid,
6869,Michael Rivera,63.0,,2018-10-30,Finance,1.36,Inactive,Normal,Invalid,
9602,Tracy Mathews,,96829.87,2019-03-28,Sales,,On Leave,,,Needs improvement in time management
7711,Connie Moore,,,19-11-2022 11:00:29,Sales,,Active,,Valid,
7737,Elizabeth Davis,66.0,46921.13,2021-01-22,IT,,Inactive,Outlier,Invalid,Struggles with deadlines
4284,Lisa Pierce,,,2015-04-07,Marketing,,On Leave,,Valid,Needs improvement in time management
7532,Daniel Jenkins,,,2024-06-29,IT,4.94,Active,,Invalid,Exceeds expectations
8386,Barbara Lee,,140718.58,2021-11-24,Marketing,2.98,On Leave,,Valid,Great performer
3385,Wendy Gordon,,106263.87,2025-01-14,Finance,2.07,On Leave,,,Struggles with deadlines
340,Marie Brown,41.0,,2024-02-13,Sales,,Active,Normal,,Needs improvement in time management
8549,Lance Wolfe,,,2019-06-17,Finance,2.74,Inactive,,Invalid,Exceeds expectations
8763,Andrew Edwards,,,2023-02-12,HR,,Inactive,,Invalid,
7463,Kristen Eaton,,,2021-03-22,IT,1.73,On Leave,,,
3332,Joseph Fleming,56.0,37765.9,2016-07-12,Sales,,Inactive,Normal,Valid,Struggles with deadlines
6405,Christina Lynch,,,01-06-2021 16:26:12,IT,,Inactive,,Invalid,Needs improvement in time management
2097,Miranda Oconnor,57.0,39183.02,2022-10-27,IT,3.74,Active,Normal,Invalid,Great performer
8824,Courtney Mann,15.0,,2016-04-17,IT,,On Leave,Normal,Invalid,Exceeds expectations
8000,Jenny Nguyen,,,2018-07-04,Finance,,Active,,Invalid,Struggles with deadlines
5018,Heather Anderson,,,2020-10-29,IT,,On Leave,,Invalid,Great performer
1450,Megan Cruz,,,2017-12-13,Finance,,On Leave,,Invalid,Great performer
6901,Katherine Miller,61.0,,2017-11-22,Sales,,On Leave,Normal,Valid,
2611,Lindsay Smith,32.0,,2022-02-01,Finance,3.25,Inactive,Normal,Invalid,
1901,John Baker,,107650.84,2021-10-12,Marketing,,Active,,Invalid,Exceeds expectations
8187,Ryan Thomas,,62257.87,2021-03-25,Sales,,On Leave,,,Great performer
3921,Sherri Peterson,59.0,33424.91,2017-09-21,HR,,Active,Normal,Invalid,Exceeds expectations
2758,James Bennett,,142367.33,2016-02-15,Marketing,4.59,Inactive,,,
6398,Douglas Bullock,,109572.39,2021-07-27,HR,2.63,Active,,,
9103,Richard Taylor,,,2022-11-05,Finance,,On Leave,,Invalid,Struggles with deadlines
2098,Kim Harris,35.0,,26-07-2020 07:07:05,Sales,2.82,Active,Normal,Invalid,Exceeds expectations
5625,Deborah Smith,,,2016-09-07,Sales,4.72,On Leave,,Invalid,Exceeds expectations
3472,Gary Barnes,,70383.82,2020-08-28,Sales,,Inactive,,Valid,Needs improvement in time management
8267,Carl Torres,,,18-04-2020 05:47:11,HR,,Inactive,,Valid,Great performer
2172,Shannon Anderson,,,2023-09-02,Sales,,On Leave,Normal,Valid,
9699,Michael Craig,80.0,,2019-07-04,Marketing,1.37,Active,,Invalid,Exceeds expectations
9650,Mark Walker,,136997.78,2018-10-06,Marketing,,On Leave,,Invalid,Exceeds expectations
2011,James Sloan,,,2024-09-24,Sales,3.16,Active,,Invalid,Exceeds expectations
9074,Sarah Goodman,32.0,,2015-04-18,IT,2.26,On Leave,Normal,Invalid,Great performer
1284,Amy Williams,,,2024-09-27,Marketing,,On Leave,,Invalid,Exceeds expectations
8848,Denise Espinoza,70.0,136392.12,2024-09-05,Finance,,Active,Outlier,,
1020,Todd Robinson,64.0,,2015-01-16,Marketing,,On Leave,Normal,Valid,Needs improvement in time management
2811,Kathryn Wilson,,37119.86,2019-04-26,Sales,,On Leave,Normal,Valid,Needs improvement in time management
9066,Justin Strickland,55.0,76968.13,2024-06-08,HR,2.67,Active,Normal,Invalid,Struggles with deadlines
1652,Elizabeth Hernandez,52.0,149690.79,2024-05-16,IT,4.62,Active,Normal,Invalid,Exceeds expectations
700,Anthony Hall,,126723.02,2017-12-02,IT,,Inactive,,Valid,Needs improvement in time management
1170,Jared Stevenson,,,2023-05-23,Marketing,,Active,,,Needs improvement in time management
6257,Pamela Mercado,19.0,,2019-12-23,HR,3.24,Inactive,Outlier,Invalid,Needs improvement in time management
5470,Kelly Crane,45.0,,2021-02-06,Finance,4.12,Active,Normal,Invalid,Great performer
868,Christopher Blackburn,,,23-06-2024 08:31:52,Finance,1.25,Active,,Invalid,
5094,Jeanette Lopez,,,2015-09-29,Finance,,Inactive,,,Exceeds expectations
5434,Daniel Jones,,110389.79,2016-03-28,Finance,3.41,On Leave,,,Needs improvement in time management
542,Nancy Williams,61.0,34359.2,2020-05-09,HR,,Inactive,Normal,Invalid,
3779,Tammie Hampton,,120597.71,2015-04-02,HR,,On Leave,,,
6355,Jesse Brown,,,2015-07-24,Marketing,,On Leave,,Valid,Exceeds expectations
9805,Melanie Frederick,54.0,61606.17,08-02-2023 03:11:54,Marketing,,Inactive,Normal,Valid,Exceeds expectations
3391,Lee Davis,,84692.81,2017-12-26,Sales,4.44,Active,,Invalid,Struggles with deadlines
8459,Stacie Hicks,20.0,,2023-11-20,Sales,,Active,Normal,Invalid,Exceeds expectations
3579,Joseph Thompson,,65833.22,2016-08-28,IT,,Inactive,,,Struggles with deadlines
3960,Vincent Kelley,42.0,83226.61,2019-10-26,Finance,3.94,On Leave,Normal,Invalid,Exceeds expectations
6644,Jennifer Richardson,64.0,91950.98,2024-05-31,Marketing,,Inactive,Normal,Valid,
6842,Robin Maldonado,,,2017-10-08,Marketing,,Inactive,,,Great performer
8714,Thomas Jones,,,2023-08-20,Marketing,1.79,Inactive,,Valid,Great performer
3587,Brenda Matthews,,,2024-09-06,HR,2.87,Inactive,Normal,Invalid,Struggles with deadlines
8498,Regina Taylor,53.0,118195.92,2021-12-14,IT,3.17,Active,Normal,Invalid,Exceeds expectations
2564,Michael Koch,29.0,33194.86,2023-05-14,Marketing,3.34,Inactive,Normal,Valid,
5037,Elizabeth Ramirez,67.0,,2016-08-20,IT,,Active,Outlier,,Exceeds expectations
1081,Kenneth Francis,51.0,,2017-03-04,Marketing,3.82,On Leave,Normal,Invalid,
5892,Carlos Neal,,82215.84,2021-11-11,IT,,On Leave,,Invalid,Great performer
4967,Briana Sanders,,,2023-09-26,Finance,,On Leave,,,Struggles with deadlines
2024,Yvonne Harris,,,2022-05-30,Finance,4.15,Inactive,,Invalid,Needs improvement in time management
9882,Brian Weeks,,69730.78,2016-03-10,IT,1.5,Inactive,,Valid,Exceeds expectations
7910,Brandon Richardson,48.0,78514.83,2023-05-06,IT,,Active,Normal,,Needs improvement in time management
9159,Barbara Flores,,,2016-12-23,Marketing,,Inactive,,Invalid,Exceeds expectations
7322,Mary Carter,,,2015-10-11,Marketing,2.16,Active,,Invalid,Struggles with deadlines
227,Joel Day,,127616.32,2018-10-02,IT,,On Leave,,Invalid,
1014,Nicholas Sweeney,53.0,135284.87,2022-12-19,IT,,Inactive,Normal,Valid,
1930,Joseph Jones,68.0,,2015-04-30,Marketing,,Active,Outlier,,Struggles with deadlines
5252,Derrick Smith,,,2019-02-08,IT,3.61,Active,,Valid,Great performer
2180,Kimberly Snyder,47.0,,2022-02-01,HR,,Active,Normal,,
698,Benjamin Mcclain,68.0,,2022-06-04,Sales,,On Leave,Outlier,,
1125,Jessica Randolph,,72360.93,2019-08-12,Marketing,,Active,,Valid,
7379,Lisa Howard,,,2021-03-01,IT,,Inactive,,Valid,Exceeds expectations
8630,Linda Alvarado,,118986.9,2015-10-13,Sales,2.26,Active,,,Struggles with deadlines
5111,Pamela Brennan,,,09-03-2021 03:31:14,IT,,On Leave,,Invalid,Needs improvement in time management
7903,John Wise DDS,,,2015-11-27,Sales,,Active,,,Struggles with deadlines
1779,Tina Clark,,,2017-07-02,Sales,,Inactive,,Valid,
8396,Terry Waters,,,2017-11-14,Marketing,1.63,On Leave,Normal,,Needs improvement in time management
2635,Michelle Anderson,,,2016-02-27,IT,,On Leave,,Valid,Struggles with deadlines
7545,Sarah Mendez,,56571.04,2020-09-03,Marketing,,Active,,,Struggles with deadlines
7605,John Green,,,2022-09-04,Finance,,Active,,Valid,Great performer
3490,Melissa Downs,70.0,,2016-06-05,Marketing,4.57,Active,Outlier,,Struggles with deadlines
1038,Melinda Stewart,42.0,,2019-10-01,Finance,1.78,On Leave,Normal,Valid,Exceeds expectations
8601,Erica Cruz,,,2021-05-26,IT,3.62,Active,,,Great performer
2650,Lisa Miller,,,2018-12-31,Sales,,Inactive,,,Exceeds expectations
2980,Connor Maldonado,,,2016-01-22,IT,,Active,,Valid,Great performer
2548,Erica Turner,50.0,200000.0,2019-06-21,IT,,On Leave,Normal,Valid,Needs improvement in time management
5133,Brittney Flores,,129092.74,2021-10-20,Finance,,Active,,Valid,Struggles with deadlines
2160,Sandra Nguyen,23.0,,2018-11-03,Marketing,4.81,Active,Normal,Invalid,Struggles with deadlines
6446,Toni Robertson,,,2023-02-11,Finance,,Inactive,Normal,Valid,Struggles with deadlines
3968,Bianca Martinez,43.0,87137.04,2018-04-17,IT,,Active,Normal,,Exceeds expectations
1429,Shannon Huff,21.0,107131.56,2023-08-11,Marketing,,Inactive,Normal,Invalid,Exceeds expectations
9924,Ralph Collins,,39464.14,2019-09-01,HR,3.9,Inactive,,,Needs improvement in time management
2521,Thomas King,,74713.53,2022-07-12,Marketing,4.77,Active,,,Needs improvement in time management
8034,Carla Pratt,,78800.88,2021-09-08,Marketing,,Inactive,,Valid,Needs improvement in time management
9067,Melanie Martinez,33.0,,2021-03-23,IT,,Active,Normal,Valid,Great performer
3730,Elizabeth Miller,,115042.54,2022-03-30,Sales,1.99,Active,,Valid,Great performer
449,Kimberly Norris,36.0,,2015-05-29,IT,1.27,Active,Normal,Valid,
8909,Chelsea Moreno,26.0,56851.93,2016-12-24,IT,1.95,Active,Normal,Invalid,
5996,Jessica Clay,36.0,101344.37,2024-02-05,IT,4.83,Inactive,Normal,,Struggles with deadlines
8449,Samuel Berry,61.0,40338.19,2020-10-31,IT,2.96,Active,Normal,Valid,Needs improvement in time management
3728,Michael Sandoval,,,2024-10-28,Finance,3.05,On Leave,,Invalid,
7354,Jennifer Duran,28.0,97834.4,2022-04-07,Marketing,,Active,Normal,Valid,Needs improvement in time management
6280,Brian Fernandez,42.0,,2020-11-18,HR,,Active,Normal,Valid,Needs improvement in time management
9396,Misty Collins,,,2018-09-14,HR,2.43,On Leave,,Invalid,Exceeds expectations
7296,Amanda Scott,,62492.88,2020-11-18,Marketing,,Active,,Valid,Struggles with deadlines
6252,Sarah Evans,,95814.96,2016-06-09,HR,,On Leave,,Valid,Needs improvement in time management
5927,Karen Short,,,2016-04-04,Marketing,4.95,On Leave,,Invalid,Exceeds expectations
2461,Allison Rodriguez,,,2022-02-13,IT,2.32,On Leave,,Invalid,
23,Christopher King,,98080.43,2020-09-04,Marketing,2.12,Inactive,,Valid,Great performer
2067,Alexis Garcia,,,2015-10-19,IT,3.88,Active,,,Exceeds expectations
1654,Jennifer Miller,,,2024-03-08,Finance,3.58,Active,,,Exceeds expectations
1377,Jeffrey Parker,,,09-01-2021 18:29:15,IT,4.45,Active,,Invalid,Needs improvement in time management
1725,Angela Evans,35.0,,2024-10-17,Marketing,3.8,Inactive,Normal,Invalid,Great performer
3755,Reginald Thomas,,45513.23,2016-09-02,IT,,Inactive,,,Great performer
4184,Ryan Steele,60.0,,2023-06-11,Marketing,2.44,Active,Normal,Valid,
4083,David Webb,57.0,,2024-01-01,IT,,On Leave,Normal,Invalid,Great performer
6580,Christopher Mcknight,63.0,,2019-06-09,Marketing,2.49,On Leave,Normal,,Exceeds expectations
4559,Robert Fleming,45.0,,2020-01-02,HR,2.59,On Leave,Normal,,Struggles with deadlines
3538,Catherine Reyes,,106747.21,2020-10-05,IT,1.79,Inactive,,Valid,Exceeds expectations
7004,Andrea Carter,52.0,,2022-01-14,Finance,4.44,On Leave,Normal,Invalid,
9947,George Smith,49.0,,2021-02-03,IT,,Inactive,Normal,Invalid,Great performer
647,Erin Frederick,,32481.35,2022-10-18,IT,,On Leave,,,
6382,Tara Cox,,,18-09-2024 05:49:43,Finance,2.97,Inactive,,Invalid,Exceeds expectations
7528,Nicole Rice,46.0,,2015-09-20,Marketing,,Active,Normal,Valid,Great performer
3277,Francisco Watkins,,,2019-07-02,IT,1.38,Inactive,Normal,Valid,Exceeds expectations
7166,Michael Kim,,,2024-01-09,IT,1.56,On Leave,Outlier,Valid,Great performer
8403,Jennifer Newton,,102305.9,2018-12-19,Finance,,Active,,Valid,Needs improvement in time management
7698,Randy Johnson,,,2021-08-08,Sales,2.84,Inactive,Outlier,Invalid,Exceeds expectations
9992,Chloe Thompson,,,2016-02-19,HR,,On Leave,,Valid,Needs improvement in time management
4876,Robert Buchanan,,,2018-11-23,Marketing,4.28,On Leave,,Valid,Needs improvement in time management
9027,Christopher Benitez,40.0,,2024-11-21,Marketing,,Active,Normal,,
5342,Taylor Garcia,,,2018-11-29,Sales,4.79,On Leave,,Invalid,Exceeds expectations
7032,Joseph Jimenez,48.0,34434.67,2024-05-08,Marketing,,Inactive,Normal,Invalid,Struggles with deadlines
2161,Sabrina Scott,,55499.38,2020-12-05,Marketing,,Inactive,,,
686,Christina Lewis,36.0,116525.24,2019-04-20,IT,,Inactive,Normal,Invalid,Needs improvement in time management
2462,Jennifer King,,,2017-04-25,HR,4.47,On Leave,Normal,Valid,
7129,Cynthia Holt,34.0,129150.61,2019-04-24,IT,,Inactive,Normal,,
6268,William Rowe,25.0,,14-03-2023 09:12:26,Sales,3.73,Active,Normal,,
4942,Julia Sellers,,,2023-05-02,Marketing,2.38,Active,,,Struggles with deadlines
5947,Sydney Cardenas,,,2015-03-02,Finance,,Inactive,,Invalid,Great performer
4584,Danny Johnson,,,2019-09-01,HR,3.44,Inactive,,,Needs improvement in time management
5785,Christina Mahoney,,124844.95,2015-11-10,HR,,On Leave,Normal,Invalid,Needs improvement in time management
7570,Robert Barr,,,2023-11-13,Finance,4.33,On Leave,,,Great performer
522,James Cox,19.0,,2022-09-16,Marketing,2.56,Active,Outlier,Valid,Needs improvement in time management
3984,Mitchell Baker,,,2016-01-23,HR,2.28,Inactive,Normal,Invalid,Great performer
8237,Alice Walker,,,2023-04-30,Marketing,4.11,Inactive,,Invalid,Needs improvement in time management
781,Richard Anderson,42.0,75310.08,2021-10-19,IT,,Inactive,Normal,,
8644,James Rice,,,2015-08-31,HR,3.6,Inactive,,Invalid,Needs improvement in time management
5608,Ashley Morris,,64800.54,2017-09-20,Sales,2.25,On Leave,Normal,,Exceeds expectations
5979,Christine Fowler,43.0,135116.7,2019-02-28,Marketing,4.59,Inactive,Normal,,Struggles with deadlines
3748,Sharon Rowe,,,2015-12-01,HR,4.06,On Leave,,,Needs improvement in time management
2197,Philip Baker,,88817.07,2016-01-25,Sales,,Active,,,Needs improvement in time management
8783,Matthew Garcia,37.0,38317.95,2022-11-04,IT,,Active,Normal,Invalid,Exceeds expectations
4286,Jessica Wade,61.0,67102.56,2018-01-26,Finance,1.95,On Leave,Normal,Invalid,Needs improvement in time management
6980,Kristin Hunter,,,2015-11-19,Finance,1.38,On Leave,,,Needs improvement in time management
1828,Ryan Garcia,59.0,76938.78,2019-12-07,Marketing,,Active,Normal,Invalid,Exceeds expectations
6927,Brandi Thompson,,54140.52,2022-06-02,Marketing,,On Leave,,Valid,Struggles with deadlines
2377,David Wilson,,,2022-01-28,Finance,,Active,,Valid,Struggles with deadlines
3840,Mary Henderson,18.0,81304.12,2024-12-25,Sales,,Inactive,Outlier,,Struggles with deadlines
1247,Alan Valencia,,,2024-04-11,HR,4.52,Active,,,Needs improvement in time management
7505,Peter Hudson,,,2021-07-26,Marketing,,Active,,Valid,Great performer
6512,Charles Carr,,121716.55,2020-10-10,HR,4.64,On Leave,Normal,,
5440,Kevin Lynch,,,2017-08-21,Sales,4.91,Active,,Invalid,Great performer
9711,Michelle Rosario,,,2022-02-16,HR,,Inactive,,Valid,Exceeds expectations
5511,Elizabeth Gonzales,70.0,149624.79,2024-05-17,Marketing,,Active,Outlier,Invalid,Needs improvement in time management
5331,Alyssa Duarte,,,2019-07-08,Sales,1.63,On Leave,,Invalid,Needs improvement in time management
4532,Jessica Hendrix,,,2024-04-13,Marketing,,Active,,Invalid,
366,Linda Ray,,134323.36,17-12-2024 06:10:22,Marketing,2.17,Active,,,Great performer
3939,Kim Crawford,18.0,,2023-12-14,Sales,4.74,Inactive,Outlier,Valid,
148,Donald Peters,,,2022-02-17,Marketing,2.75,Active,,Valid,Needs improvement in time management
1669,James Strickland,29.0,,2017-07-19,Finance,2.63,On Leave,Normal,,Exceeds expectations
9295,Paula Garrison,,120901.03,2023-09-19,Sales,,On Leave,,,Great performer
7651,Sue Torres,,,2018-12-13,HR,,Inactive,,Invalid,Needs improvement in time management
7789,Taylor Flores,33.0,100285.06,2022-12-06,Finance,4.91,Active,Normal,Valid,Struggles with deadlines
3457,John Wright,,,2023-01-29,Marketing,4.17,Active,,Valid,Struggles with deadlines
3272,Donald Pearson,70.0,,2015-06-11,Sales,2.38,Active,Outlier,,
4941,Oscar James,20.0,73074.29,2024-07-09,Finance,,On Leave,Normal,Valid,Exceeds expectations
6231,Catherine Rodriguez,,,2024-02-18,Finance,,On Leave,,,
9358,Rhonda Nelson,58.0,,2019-12-24,Marketing,,On Leave,Normal,Invalid,Struggles with deadlines
8529,Brian Lewis,,,2020-11-08,Finance,,Inactive,,Valid,Great performer
3927,Mark Henson,,41558.38,2021-10-28,HR,1.17,Inactive,,Invalid,Exceeds expectations
8974,Mr. Phillip Tucker,,,2020-09-27,IT,,Active,,Valid,Exceeds expectations
8081,Gregory Liu,55.0,,2017-04-23,Marketing,4.81,On Leave,Normal,,Great performer
79,Cassandra Curtis,69.0,62627.64,2023-03-22,IT,,On Leave,Outlier,Invalid,Needs improvement in time management
7089,Derek Stewart,37.0,,2015-02-25,Sales,4.66,Active,Normal,,
2248,David Parker,45.0,90559.14,2020-09-14,Sales,1.61,On Leave,Normal,Invalid,Needs improvement in time management
8677,Jennifer Jackson,,50329.46,2016-09-13,Finance,3.7,Active,,,Exceeds expectations
3049,Michael Dawson,,48183.28,2020-04-10,HR,3.74,Active,,Invalid,Needs improvement in time management
7452,Justin Cooke,18.0,,2017-08-20,IT,,Inactive,Outlier,Invalid,Struggles with deadlines
2280,Robert Reynolds,,133151.4,2022-02-08,IT,,On Leave,Normal,,Exceeds expectations
8124,Sarah Dawson,43.0,104094.9,2021-09-08,Sales,1.47,Inactive,Normal,,
3898,Allison Morrison,,,2018-03-16,HR,2.54,On Leave,,Invalid,Great performer
8474,Jacqueline Garcia,,,2017-10-28,IT,,On Leave,,,Struggles with deadlines
7178,Matthew Mason,,48586.21,2023-04-23,Sales,,Active,,,Exceeds expectations
9930,Debra Lindsey,,,2015-05-14,Sales,,On Leave,,Invalid,Exceeds expectations
3632,Sarah George,,98672.24,2020-01-20,Marketing,,On Leave,,Valid,Needs improvement in time management
9058,Amanda Fox,27.0,,2016-05-27,HR,,Inactive,Normal,Valid,Needs improvement in time management
6273,Kathryn Cook,,123750.41,2023-11-17,Sales,,Active,Normal,Valid,Needs improvement in time management
393,James Salazar,46.0,,13-04-2022 14:02:05,Sales,4.61,Active,Normal,Invalid,Great performer
3192,Thomas Mccullough,,58437.07,2022-10-22,IT,,On Leave,,Valid,Exceeds expectations
17,Steven Hale,,32802.54,2021-09-06,Finance,,Inactive,,Invalid,
4201,Susan Guzman,21.0,38506.33,2015-12-07,Finance,3.12,Active,Normal,Valid,Needs improvement in time management
2673,John Cooper,49.0,,14-04-2020 10:14:01,IT,2.35,Inactive,Normal,,Needs improvement in time management
6165,Bailey Levine,,61887.95,2021-10-08,IT,1.13,Active,,Valid,Exceeds expectations
3494,Olivia Roberson,,,2019-12-22,Marketing,3.06,On Leave,,Invalid,Exceeds expectations
7395,David Carr,36.0,34309.9,2015-06-23,Sales,,On Leave,Normal,Valid,Great performer
4840,Jeremy Carter,80.0,,2016-12-18,Finance,,On Leave,,,
594,David Finley,,,2017-11-23,Finance,,On Leave,,,Struggles with deadlines
9784,Casey Shaw,,,2022-12-01,Sales,,On Leave,,Valid,Needs improvement in time management
5828,Donald Powell,,,2018-09-28,IT,,On Leave,,Invalid,Exceeds expectations
7962,Kathy Deleon,22.0,,2019-12-16,Finance,,Inactive,Normal,,Exceeds expectations
5888,Pamela Archer,21.0,71480.57,2021-10-10,Marketing,,On Leave,Normal,Invalid,Struggles with deadlines
2356,Sandra Graham,,,2022-09-22,Marketing,1.07,Active,,Valid,
6037,Anthony Kent,,82951.13,2016-03-02,Marketing,,Inactive,,,
4799,Colleen Grimes,15.0,,2020-11-16,Sales,,Inactive,Outlier,Invalid,
9081,Chelsea Moore,58.0,141462.67,2021-12-16,Marketing,,Active,Normal,Valid,Struggles with deadlines
4593,James Carr,43.0,97653.88,2016-01-21,Sales,2.27,Inactive,Normal,,Needs improvement in time management
164,Steven Garza,47.0,,2016-11-06,Finance,3.37,Inactive,Normal,Valid,Struggles with deadlines
9729,Heather Montoya,28.0,43963.23,2019-08-30,IT,3.96,Active,Normal,Invalid,
9909,Dr. Alison Parker MD,29.0,,2023-10-19,IT,,Inactive,Normal,Valid,Exceeds expectations
4501,Richard Perkins,,86574.88,2023-03-09,Sales,,On Leave,,Valid,
7381,Robin Parker,59.0,,2024-12-03,Marketing,,Inactive,Normal,Invalid,Great performer
3194,Dawn Hoffman,,104321.78,2020-07-26,Marketing,,Active,,,Struggles with deadlines
6357,Janet Ortega,80.0,98983.43,2020-04-05,IT,2.14,On Leave,,,Needs improvement in time management
5543,Ellen Cox,59.0,,2015-07-21,IT,,On Leave,Normal,Invalid,Needs improvement in time management
6008,Ronald Moss,29.0,33931.14,2016-11-21,HR,,Active,Normal,Invalid,Exceeds expectations
7994,Angela Watson,15.0,,2024-12-29,IT,,Active,,Invalid,Needs improvement in time management
7639,Danny Nelson,,145203.15,13-12-2023 08:35:18,IT,2.25,Active,,Valid,
6794,Tammy Mcguire,,,2023-11-17,Finance,4.3,Inactive,,,Exceeds expectations
7759,William Armstrong,57.0,,2018-10-03,HR,,Active,Normal,Valid,Struggles with deadlines
4838,Taylor Serrano,63.0,102420.81,2017-02-07,IT,3.99,On Leave,Normal,Invalid,Needs improvement in time management
2294,Jonathan Perkins,,,2017-08-29,Sales,1.85,Inactive,,,Needs improvement in time management
6549,Lindsey Franco,53.0,,2016-12-17,Marketing,,On Leave,Normal,Invalid,Struggles with deadlines
7899,Brandon Palmer,52.0,146532.03,2016-05-22,HR,,Active,Normal,,Struggles with deadlines
4482,Collin Allen,20.0,,2023-12-05,HR,,On Leave,Normal,Invalid,Great performer
3717,Brittney Moreno,66.0,92213.67,2017-04-05,Finance,2.75,On Leave,Outlier,Valid,Great performer
6141,Regina Sellers,80.0,36321.41,02-11-2024 15:12:01,IT,2.18,Inactive,Normal,,Great performer
1550,Jordan Wilson,,83697.54,12-06-2021 20:23:45,Finance,,Inactive,,Valid,Struggles with deadlines
2045,Gregory Harrison,41.0,69122.6,2021-08-26,HR,,On Leave,Normal,,
768,Brittany Morse,58.0,,2022-08-13,Finance,3.11,On Leave,Normal,Invalid,
5694,Lindsay Smith,28.0,,2019-12-14,HR,1.57,On Leave,Normal,Valid,
7871,Joseph Gordon,,,27-11-2021 07:07:50,Finance,4.61,On Leave,,,
7858,Paul Lewis,47.0,,2020-01-19,HR,,On Leave,Normal,Invalid,Struggles with deadlines
3303,Heather Ruiz,,,2024-11-17,Finance,4.98,On Leave,,,
4518,Joshua Green,,,2015-09-23,Sales,,Active,,Invalid,Needs improvement in time management
9536,Ryan Chang,67.0,,2025-01-07,HR,4.38,Inactive,Outlier,,Great performer
3293,Lauren Arnold,,5000.0,2015-01-23,Marketing,,On Leave,Outlier,Valid,
1404,John Richards,,72760.27,2022-07-24,Marketing,1.73,On Leave,,Invalid,Struggles with deadlines
1383,Edward Gray,40.0,123079.57,2024-09-03,HR,,Inactive,Normal,Invalid,
6929,Cynthia Perry,,,2021-03-31,Marketing,,Inactive,,,Needs improvement in time management
5672,Christopher Pacheco,,112412.96,2018-03-17,Marketing,3.21,On Leave,,Invalid,Struggles with deadlines
1639,Timothy Murphy,62.0,135088.75,2022-08-03,Finance,,Active,Normal,Invalid,
6908,Craig Thompson,46.0,40858.45,2023-08-03,HR,,Inactive,Normal,Valid,Exceeds expectations
6407,Paul Scott,,,2023-05-17,HR,,Inactive,,Invalid,Great performer
1180,Jennifer Larson,30.0,,2015-07-22,Finance,,Active,Normal,Valid,Exceeds expectations
5449,David Mcgrath,26.0,,2015-08-26,IT,,On Leave,Normal,,
5079,Christie Bryan,44.0,112305.6,2024-12-28,Sales,4.68,On Leave,Normal,Valid,Great performer
5176,Jennifer Jones,57.0,,2023-10-12,HR,1.77,On Leave,Normal,Valid,Exceeds expectations
690,Brianna Schmidt,57.0,101016.67,2016-08-23,Marketing,2.29,Active,Normal,Invalid,Exceeds expectations
9303,Christine Juarez,59.0,94551.51,01-11-2022 13:12:15,Sales,3.85,Active,Normal,Valid,
6526,Jeffrey Hayes,,,2019-11-27,Finance,3.93,Inactive,,Valid,
7689,Charles Walsh,,130615.03,2018-04-30,Sales,4.46,Active,,Invalid,Struggles with deadlines
6489,Edward Burke,28.0,129737.13,2021-11-29,Finance,4.68,Inactive,Normal,Invalid,Exceeds expectations
7155,Christopher Clark,63.0,,2023-01-04,HR,1.24,Inactive,Normal,,Exceeds expectations
8841,Amy Hansen,,,2018-06-29,HR,2.41,Active,,,
6611,Katie Duncan,48.0,47744.76,2018-08-16,Finance,3.3,On Leave,Normal,Valid,Needs improvement in time management
8998,Jacqueline Schroeder,,,2022-08-21,IT,,Active,Normal,Valid,
